,time,posX,posY,orientation,mac,signal,rawTime,angle,posXY,medSignal,avgSignal,num,sdSignal,iqrSignal,Power,lnPower,avgPower,logAvgPwr,macX,macY,Dist,1/dist,1/dist2,3,00:0f:a3:39:e1:c0,135,-52,,,10
518780,02/11/2006 11:39,9,8,134.8,00:14:bf:b1:97:8a,-55,1.13968E+12,135,08-Sep,-62,-58.54545455,99,5.73971614,11,3.16228E-06,-12.66421801,1.39783E-06,-13.48058909,2.5,-0.8,10.9402925,0.091405234,0.008354917,,0,1,,,,
518781,02/11/2006 11:39,9,8,134.8,00:14:bf:b1:97:90,-70,1.13968E+12,135,08-Sep,-67,-67.37078652,89,1.612324849,2,0.0000001,-16.11809565,1.83198E-07,-15.51269687,1,14,10,0.1,0.01,,0,1,,,,
518788,02/11/2006 11:39,9,8,134.8,00:14:bf:b1:97:81,-59,1.13968E+12,135,08-Sep,-60,-59.73684211,95,1.702379601,2.5,1.25893E-06,-13.58525205,1.06247E-06,-13.75491621,33.5,2.8,25.04575812,0.039926921,0.001594159,,0,1,,,,
519710,02/11/2006 11:40,9,8,180.7,00:14:bf:3b:c7:c6,-49,1.13968E+12,180,08-Sep,-51,-51.60638298,94,1.773266745,2,1.25893E-05,-11.28266696,6.90815E-06,-11.88280882,12.8,-2.8,11.44901743,0.08734374,0.007628929,,0,0,,,,
519711,02/11/2006 11:40,9,8,180.7,00:14:bf:b1:97:81,-54,1.13968E+12,180,08-Sep,-55,-55.70786517,89,2.581411907,3,3.98107E-06,-12.4339595,2.68666E-06,-12.82720999,33.5,2.8,25.04575812,0.039926921,0.001594159,,0,0,,,,
519713,02/11/2006 11:40,9,8,180.7,00:14:bf:b1:97:8a,-60,1.13968E+12,180,08-Sep,-62,-61.72,100,1.891394654,1.25,0.000001,-13.81551056,6.72977E-07,-14.21155519,2.5,-0.8,10.9402925,0.091405234,0.008354917,,0,0,,,,
519714,02/11/2006 11:40,9,8,180.7,00:0f:a3:39:e1:c0,-55,1.13968E+12,180,08-Sep,-53,-54.35454545,110,3.791797917,7,3.16228E-06,-12.66421801,3.66898E-06,-12.51559661,7.5,6.3,2.26715681,0.441081091,0.194552529,,1,0,,,,
519715,02/11/2006 11:40,9,8,180.7,00:14:bf:b1:97:90,-72,1.13968E+12,180,08-Sep,-67,-67.04210526,95,1.86179843,2,6.30957E-08,-16.57861267,1.97601E-07,-15.43701522,1,14,10,0.1,0.01,,0,0,,,,
519723,02/11/2006 11:40,9,8,180.7,00:14:bf:b1:97:8d,-53,1.13968E+12,180,08-Sep,-49,-49.17346939,98,2.342020936,3,5.01187E-06,-12.20370099,1.20963E-05,-11.32260976,33.5,9.3,24.53446555,0.040758989,0.001661295,,0,0,,,,
520579,02/11/2006 11:40,9,8,225,00:14:bf:b1:97:8d,-50,1.13968E+12,225,08-Sep,-49,-47.44186047,86,2.746568559,5,0.00001,-11.51292546,1.80225E-05,-10.92389207,33.5,9.3,24.53446555,0.040758989,0.001661295,,0,0,,,,
520580,02/11/2006 11:40,9,8,225,00:14:bf:3b:c7:c6,-49,1.13968E+12,225,08-Sep,-53,-52.51485149,101,2.674374175,4,1.25893E-05,-11.28266696,5.60422E-06,-12.09199142,12.8,-2.8,11.44901743,0.08734374,0.007628929,,0,0,,,,
520581,02/11/2006 11:40,9,8,225,00:0f:a3:39:e1:c0,-49,1.13968E+12,225,08-Sep,-50,-52.78899083,109,5.816759621,12,1.25893E-05,-11.28266696,5.2614E-06,-12.15511433,7.5,6.3,2.26715681,0.441081091,0.194552529,,1,0,,,,
520582,02/11/2006 11:40,9,8,225,00:14:bf:b1:97:81,-56,1.13968E+12,225,08-Sep,-56,-57.19354839,93,2.687564214,3,2.51189E-06,-12.89447652,1.90829E-06,-13.16930119,33.5,2.8,25.04575812,0.039926921,0.001594159,,0,0,,,,
520583,02/11/2006 11:40,9,8,225,00:14:bf:b1:97:8a,-59,1.13968E+12,225,08-Sep,-58,-58.96226415,106,2.88154895,5,1.25893E-06,-13.58525205,1.26991E-06,-13.57656305,2.5,-0.8,10.9402925,0.091405234,0.008354917,,0,0,,,,
520584,02/11/2006 11:40,9,8,225,00:14:bf:b1:97:90,-66,1.13968E+12,225,08-Sep,-67,-66.49473684,95,2.600628746,3.5,2.51189E-07,-15.19706161,2.24144E-07,-15.31097898,1,14,10,0.1,0.01,,0,0,,,,
521516,02/11/2006 11:41,9,8,270.5,00:14:bf:3b:c7:c6,-54,1.13968E+12,270,08-Sep,-56,-55.98876404,89,3.238596715,3,3.98107E-06,-12.4339595,2.51839E-06,-12.89188935,12.8,-2.8,11.44901743,0.08734374,0.007628929,,0,0,,,,
521517,02/11/2006 11:41,9,8,270.5,00:0f:a3:39:e1:c0,-49,1.13968E+12,270,08-Sep,-43,-45.32110092,109,3.785647197,7,1.25893E-05,-11.28266696,2.93691E-05,-10.43556914,7.5,6.3,2.26715681,0.441081091,0.194552529,,1,0,,,,
521518,02/11/2006 11:41,9,8,270.5,00:14:bf:b1:97:81,-56,1.13968E+12,270,08-Sep,-57,-57.3258427,89,1.396222834,2,2.51189E-06,-12.89447652,1.85104E-06,-13.19976308,33.5,2.8,25.04575812,0.039926921,0.001594159,,0,0,,,,
521519,02/11/2006 11:41,9,8,270.5,00:14:bf:b1:97:8d,-62,1.13968E+12,270,08-Sep,-57,-57.48351648,91,2.464695777,3,6.30957E-07,-14.27602758,1.78504E-06,-13.23606881,33.5,9.3,24.53446555,0.040758989,0.001661295,,0,0,,,,
521520,02/11/2006 11:41,9,8,270.5,00:14:bf:b1:97:8a,-59,1.13968E+12,270,08-Sep,-56,-55.71134021,97,2.495657741,4,1.25893E-06,-13.58525205,2.68452E-06,-12.82801015,2.5,-0.8,10.9402925,0.091405234,0.008354917,,0,0,,,,
521522,02/11/2006 11:41,9,8,270.5,00:14:bf:b1:97:90,-72,1.13968E+12,270,08-Sep,-73,-72.60869565,92,2.622625652,4,6.30957E-08,-16.57861267,5.48442E-08,-16.71877002,1,14,10,0.1,0.01,,0,0,,,,
522453,02/11/2006 11:42,9,8,315.3,00:14:bf:b1:97:8a,-52,1.13968E+12,315,08-Sep,-53,-56.59793814,97,5.438404702,10,6.30957E-06,-11.97344248,2.1888E-06,-13.03215687,2.5,-0.8,10.9402925,0.091405234,0.008354917,,0,0,,,,
522454,02/11/2006 11:42,9,8,315.3,00:0f:a3:39:e1:c0,-49,1.13968E+12,315,08-Sep,-46,-46.83636364,110,1.80482164,1,1.25893E-05,-11.28266696,2.07188E-05,-10.78447127,7.5,6.3,2.26715681,0.441081091,0.194552529,,1,0,,,,
522455,02/11/2006 11:42,9,8,315.3,00:14:bf:3b:c7:c6,-54,1.13968E+12,315,08-Sep,-55,-54.92941176,85,2.120131596,4,3.98107E-06,-12.4339595,3.2141E-06,-12.64796447,12.8,-2.8,11.44901743,0.08734374,0.007628929,,0,0,,,,
522456,02/11/2006 11:42,9,8,315.3,00:14:bf:b1:97:8d,-56,1.13968E+12,315,08-Sep,-61,-60.77011494,87,2.66633251,3,2.51189E-06,-12.89447652,8.37507E-07,-13.99283608,33.5,9.3,24.53446555,0.040758989,0.001661295,,0,0,,,,
522457,02/11/2006 11:42,9,8,315.3,00:14:bf:b1:97:81,-60,1.13968E+12,315,08-Sep,-61,-61.17241379,87,3.417488866,3,0.000001,-13.81551056,7.63411E-07,-14.08546881,33.5,2.8,25.04575812,0.039926921,0.001594159,,0,0,,,,
522466,02/11/2006 11:42,9,8,315.3,00:14:bf:b1:97:90,-73,1.13968E+12,315,08-Sep,-69,-69.43181818,88,2.871962982,2.25,5.01187E-08,-16.80887118,1.13977E-07,-15.98726695,1,14,10,0.1,0.01,,0,0,,,,
523276,02/11/2006 11:44,10,8,0.6,00:0f:a3:39:e1:c0,-43,1.13968E+12,0,08-Oct,-45,-44.72727273,110,1.132579186,2,5.01187E-05,-9.9011159,3.36723E-05,-10.29883514,7.5,6.3,3.023243292,0.330770601,0.10940919,,1,0,,,,
523277,02/11/2006 11:44,10,8,0.6,00:14:bf:b1:97:8d,-56,1.13968E+12,0,08-Oct,-54,-55.89411765,85,3.754437151,6,2.51189E-06,-12.89447652,2.57388E-06,-12.87009621,33.5,9.3,23.53592998,0.04248823,0.00180525,,0,0,,,,
523279,02/11/2006 11:44,10,8,0.6,00:14:bf:b1:97:81,-61,1.13968E+12,0,08-Oct,-59,-59.30612245,98,2.785855893,2,7.94328E-07,-14.04576907,1.17324E-06,-13.65573935,33.5,2.8,24.06844407,0.041548178,0.001726251,,0,0,,,,
523280,02/11/2006 11:44,10,8,0.6,00:14:bf:b1:97:90,-64,1.13968E+12,0,08-Oct,-68,-67.26373626,91,2.398310354,2.5,3.98107E-07,-14.7365446,1.8777E-07,-15.48804764,1,14,10.81665383,0.092450033,0.008547009,,0,0,,,,
523286,02/11/2006 11:44,10,8,0.6,00:14:bf:3b:c7:c6,-58,1.13968E+12,0,08-Oct,-55,-54.90721649,97,1.893423235,2,1.58489E-06,-13.35499354,3.23056E-06,-12.64285382,12.8,-2.8,11.15706054,0.089629342,0.008033419,,0,0,,,,
523294,02/11/2006 11:44,10,8,0.6,00:14:bf:b1:97:8a,-62,1.13968E+12,0,08-Oct,-59,-58.71875,96,1.950455412,2,6.30957E-07,-14.27602758,1.34315E-06,-13.52049184,2.5,-0.8,11.56243919,0.086486941,0.007479991,,0,0,,,,
524111,02/11/2006 11:45,10,8,45.1,00:0f:a3:39:e1:c0,-43,1.13968E+12,45,08-Oct,-45,-44.53636364,110,3.046060089,5.75,5.01187E-05,-9.9011159,3.51855E-05,-10.2548767,7.5,6.3,3.023243292,0.330770601,0.10940919,,1,0,,,,
524112,02/11/2006 11:45,10,8,45.1,00:14:bf:b1:97:8d,-49,1.13968E+12,45,08-Oct,-50,-49.82795699,93,1.571648649,1,1.25893E-05,-11.28266696,1.04041E-05,-11.4733111,33.5,9.3,23.53592998,0.04248823,0.00180525,,0,0,,,,
524113,02/11/2006 11:45,10,8,45.1,00:14:bf:3b:c7:c6,-55,1.13968E+12,45,08-Oct,-54,-54.20454545,88,2.639919412,2,3.16228E-06,-12.66421801,3.79792E-06,-12.48105783,12.8,-2.8,11.15706054,0.089629342,0.008033419,,0,0,,,,
524114,02/11/2006 11:45,10,8,45.1,00:14:bf:b1:97:8a,-62,1.13968E+12,45,08-Oct,-57,-57.8515625,128,3.150027731,2,6.30957E-07,-14.27602758,1.64E-06,-13.32081454,2.5,-0.8,11.56243919,0.086486941,0.007479991,,0,0,,,,
524123,02/11/2006 11:45,10,8,45.1,00:14:bf:b1:97:81,-59,1.13968E+12,45,08-Oct,-64,-62.93421053,76,2.876736699,4,1.25893E-06,-13.58525205,5.08837E-07,-14.4911375,33.5,2.8,24.06844407,0.041548178,0.001726251,,0,0,,,,
524124,02/11/2006 11:45,10,8,45.1,00:14:bf:b1:97:90,-59,1.13968E+12,45,08-Oct,-60,-60.12631579,95,1.314745386,2,1.25893E-06,-13.58525205,9.71334E-07,-13.84459584,1,14,10.81665383,0.092450033,0.008547009,,0,0,,,,
524967,02/11/2006 11:46,10,8,89.8,00:14:bf:b1:97:8d,-46,1.13968E+12,90,08-Oct,-50,-49.61290323,93,1.539566978,2,2.51189E-05,-10.59189143,1.09323E-05,-11.42379314,33.5,9.3,23.53592998,0.04248823,0.00180525,,0,0,,,,
524968,02/11/2006 11:46,10,8,89.8,00:0f:a3:39:e1:c0,-47,1.13968E+12,90,08-Oct,-45,-44.71818182,110,3.20873755,5.75,1.99526E-05,-10.82214994,3.37429E-05,-10.29674188,7.5,6.3,3.023243292,0.330770601,0.10940919,,1,0,,,,
524969,02/11/2006 11:46,10,8,89.8,00:14:bf:3b:c7:c6,-54,1.13968E+12,90,08-Oct,-53,-54.22580645,93,4.969754242,9,3.98107E-06,-12.4339595,3.77937E-06,-12.48595336,12.8,-2.8,11.15706054,0.089629342,0.008033419,,0,0,,,,
524970,02/11/2006 11:46,10,8,89.8,00:14:bf:b1:97:8a,-55,1.13968E+12,90,08-Oct,-58,-58.33962264,106,2.521854165,4,3.16228E-06,-12.66421801,1.46568E-06,-13.43319454,2.5,-0.8,11.56243919,0.086486941,0.007479991,,0,0,,,,
524971,02/11/2006 11:46,10,8,89.8,00:14:bf:b1:97:81,-63,1.13968E+12,90,08-Oct,-62,-62.69767442,86,2.336763813,1,5.01187E-07,-14.50628609,5.37319E-07,-14.43667305,33.5,2.8,24.06844407,0.041548178,0.001726251,,0,0,,,,
524973,02/11/2006 11:46,10,8,89.8,00:14:bf:b1:97:90,-72,1.13968E+12,90,08-Oct,-72,-70.91463415,82,3.075997156,4,6.30957E-08,-16.57861267,8.10096E-08,-16.32869795,1,14,10.81665383,0.092450033,0.008547009,,0,0,,,,
525838,02/11/2006 11:47,10,8,135.1,00:14:bf:b1:97:8d,-54,1.13968E+12,135,08-Oct,-54.5,-53.18,100,4.864590674,7,3.98107E-06,-12.4339595,4.80839E-06,-12.24514752,33.5,9.3,23.53592998,0.04248823,0.00180525,,0,1,,,,
525839,02/11/2006 11:47,10,8,135.1,00:0f:a3:39:e1:c0,-44,1.13968E+12,135,08-Oct,-44,-43.9,110,2.145830179,4,3.98107E-05,-10.13137441,4.0738E-05,-10.10834856,7.5,6.3,3.023243292,0.330770601,0.10940919,,1,1,0.102767315,10,8,0.330770601
525840,02/11/2006 11:47,10,8,135.1,00:14:bf:3b:c7:c6,-57,1.13968E+12,135,08-Oct,-57,-57.16326531,98,2.003573496,2,1.99526E-06,-13.12473503,1.92165E-06,-13.16232826,12.8,-2.8,11.15706054,0.089629342,0.008033419,,0,1,,,,
525841,02/11/2006 11:47,10,8,135.1,00:14:bf:b1:97:81,-56,1.13968E+12,135,08-Oct,-59,-59.56122449,98,3.056398819,5.75,2.51189E-06,-12.89447652,1.10631E-06,-13.71447876,33.5,2.8,24.06844407,0.041548178,0.001726251,,0,1,,,,
525843,02/11/2006 11:47,10,8,135.1,00:14:bf:b1:97:8a,-60,1.13968E+12,135,08-Oct,-59,-58.85148515,101,1.260048718,2,0.000001,-13.81551056,1.30272E-06,-13.55105524,2.5,-0.8,11.56243919,0.086486941,0.007479991,,0,1,,,,
525845,02/11/2006 11:47,10,8,135.1,00:14:bf:b1:97:90,-73,1.13968E+12,135,08-Oct,-67,-67.21428571,84,3.41178478,3.25,5.01187E-08,-16.80887118,1.8992E-07,-15.47666123,1,14,10.81665383,0.092450033,0.008547009,,0,1,,,,
526685,02/11/2006 11:48,10,8,180.5,00:14:bf:b1:97:8d,-46,1.13968E+12,180,08-Oct,-46,-46.98913043,92,2.970531329,2,2.51189E-05,-10.59189143,2.00026E-05,-10.81964713,33.5,9.3,23.53592998,0.04248823,0.00180525,,0,0,,,,
526686,02/11/2006 11:48,10,8,180.5,00:0f:a3:39:e1:c0,-46,1.13968E+12,180,08-Oct,-43,-43.34234234,111,3.584044175,2,2.51189E-05,-10.59189143,4.63197E-05,-9.979943137,7.5,6.3,3.023243292,0.330770601,0.10940919,,1,0,,,,
526687,02/11/2006 11:48,10,8,180.5,00:14:bf:3b:c7:c6,-59,1.13968E+12,180,08-Oct,-56,-55.03092784,97,3.438306294,6,1.25893E-06,-13.58525205,3.13984E-06,-12.67133941,12.8,-2.8,11.15706054,0.089629342,0.008033419,,0,0,,,,
526689,02/11/2006 11:48,10,8,180.5,00:14:bf:b1:97:81,-59,1.13968E+12,180,08-Oct,-60,-60.19354839,93,2.341766634,4,1.25893E-06,-13.58525205,9.56412E-07,-13.86007672,33.5,2.8,24.06844407,0.041548178,0.001726251,,0,0,,,,
526690,02/11/2006 11:48,10,8,180.5,00:14:bf:b1:97:90,-63,1.13968E+12,180,08-Oct,-62,-61.97029703,101,1.851785331,2,5.01187E-07,-14.50628609,6.35287E-07,-14.26918821,1,14,10.81665383,0.092450033,0.008547009,,0,0,,,,
526691,02/11/2006 11:48,10,8,180.5,00:14:bf:b1:97:8a,-66,1.13968E+12,180,08-Oct,-61,-60.55,100,3.820135383,7,2.51189E-07,-15.19706161,8.81049E-07,-13.94215274,2.5,-0.8,11.56243919,0.086486941,0.007479991,,0,0,,,,
527520,02/11/2006 11:49,10,8,225.4,00:14:bf:b1:97:8d,-51,1.13968E+12,225,08-Oct,-49,-49.48,100,1.855812599,3,7.94328E-06,-11.74318397,1.1272E-05,-11.39319104,33.5,9.3,23.53592998,0.04248823,0.00180525,,0,0,,,,
527521,02/11/2006 11:49,10,8,225.4,00:0f:a3:39:e1:c0,-41,1.13968E+12,225,08-Oct,-43,-43.32727273,110,1.264251535,1,7.94328E-05,-9.440598881,4.64807E-05,-9.97647323,7.5,6.3,3.023243292,0.330770601,0.10940919,,1,0,,,,
527522,02/11/2006 11:49,10,8,225.4,00:14:bf:3b:c7:c6,-54,1.13968E+12,225,08-Oct,-53,-53.94318182,88,2.592464565,4,3.98107E-06,-12.4339595,4.0335E-06,-12.42087663,12.8,-2.8,11.15706054,0.089629342,0.008033419,,0,0,,,,
527523,02/11/2006 11:49,10,8,225.4,00:14:bf:b1:97:81,-61,1.13968E+12,225,08-Oct,-61,-60.4556962,79,1.693104177,1,7.94328E-07,-14.04576907,9.00389E-07,-13.92043849,33.5,2.8,24.06844407,0.041548178,0.001726251,,0,0,,,,
527524,02/11/2006 11:49,10,8,225.4,00:14:bf:b1:97:8a,-60,1.13968E+12,225,08-Oct,-59,-58.61864407,118,2.151999633,3,0.000001,-13.81551056,1.37447E-06,-13.4974416,2.5,-0.8,11.56243919,0.086486941,0.007479991,,0,0,,,,
527525,02/11/2006 11:49,10,8,225.4,00:14:bf:b1:97:90,-61,1.13968E+12,225,08-Oct,-62,-62.16346154,104,2.539438731,2,7.94328E-07,-14.04576907,6.0765E-07,-14.31366599,1,14,10.81665383,0.092450033,0.008547009,,0,0,,,,
528395,02/11/2006 11:50,10,8,270.4,00:0f:a3:39:e1:c0,-46,1.13968E+12,270,08-Oct,-44,-44.62727273,110,1.856597909,2,2.51189E-05,-10.59189143,3.44566E-05,-10.27580929,7.5,6.3,3.023243292,0.330770601,0.10940919,,1,0,,,,
528396,02/11/2006 11:50,10,8,270.4,00:14:bf:3b:c7:c6,-56,1.13968E+12,270,08-Oct,-52,-52.50537634,93,2.569146601,4,2.51189E-06,-12.89447652,5.61646E-06,-12.08980969,12.8,-2.8,11.15706054,0.089629342,0.008033419,,0,0,,,,
528397,02/11/2006 11:50,10,8,270.4,00:14:bf:b1:97:8d,-56,1.13968E+12,270,08-Oct,-56,-55.86597938,97,1.829326299,2,2.51189E-06,-12.89447652,2.59061E-06,-12.86361713,33.5,9.3,23.53592998,0.04248823,0.00180525,,0,0,,,,
528398,02/11/2006 11:50,10,8,270.4,00:14:bf:b1:97:90,-63,1.13968E+12,270,08-Oct,-59,-59.58762887,97,1.783912935,3,5.01187E-07,-14.50628609,1.09961E-06,-13.7205586,1,14,10.81665383,0.092450033,0.008547009,,0,0,,,,
528399,02/11/2006 11:50,10,8,270.4,00:14:bf:b1:97:8a,-62,1.13968E+12,270,08-Oct,-55,-55.98165138,109,3.168074691,3,6.30957E-07,-14.27602758,2.52252E-06,-12.89025159,2.5,-0.8,11.56243919,0.086486941,0.007479991,,0,0,,,,
528401,02/11/2006 11:50,10,8,270.4,00:14:bf:b1:97:81,-59,1.13968E+12,270,08-Oct,-61,-61.13095238,84,2.172000144,3,1.25893E-06,-13.58525205,7.70734E-07,-14.07592197,33.5,2.8,24.06844407,0.041548178,0.001726251,,0,0,,,,
529346,02/11/2006 11:51,10,8,315.3,00:0f:a3:39:e1:c0,-44,1.13968E+12,315,08-Oct,-46,-47.95454545,110,4.41304647,9,3.98107E-05,-10.13137441,1.60157E-05,-11.04194215,7.5,6.3,3.023243292,0.330770601,0.10940919,,1,0,,,,
529347,02/11/2006 11:51,10,8,315.3,00:14:bf:3b:c7:c6,-46,1.13968E+12,315,08-Oct,-49,-49.84782609,92,2.70097574,5,2.51189E-05,-10.59189143,1.03566E-05,-11.47788613,12.8,-2.8,11.15706054,0.089629342,0.008033419,,0,0,,,,
529348,02/11/2006 11:51,10,8,315.3,00:14:bf:b1:97:90,-62,1.13968E+12,315,08-Oct,-64,-63.8877551,98,2.647241914,4,6.30957E-07,-14.27602758,4.08531E-07,-14.71069925,1,14,10.81665383,0.092450033,0.008547009,,0,0,,,,
529353,02/11/2006 11:51,10,8,315.3,00:14:bf:b1:97:8a,-56,1.13968E+12,315,08-Oct,-57,-57.48113208,106,2.481286656,3,2.51189E-06,-12.89447652,1.78602E-06,-13.23551978,2.5,-0.8,11.56243919,0.086486941,0.007479991,,0,0,,,,
529354,02/11/2006 11:51,10,8,315.3,00:14:bf:b1:97:8d,-57,1.13968E+12,315,08-Oct,-59,-58.94791667,96,2.921318346,4,1.99526E-06,-13.12473503,1.27411E-06,-13.57325942,33.5,9.3,23.53592998,0.04248823,0.00180525,,0,0,,,,
529371,02/11/2006 11:51,10,8,315.3,00:14:bf:b1:97:81,-59,1.13968E+12,315,08-Oct,-58,-58.55952381,84,2.938531682,5,1.25893E-06,-13.58525205,1.39331E-06,-13.48382866,33.5,2.8,24.06844407,0.041548178,0.001726251,,0,0,,,,
530218,02/11/2006 11:52,11,8,0.3,00:14:bf:3b:c7:c6,-46,1.13968E+12,0,08-Nov,-45,-44.92553191,94,1.647672596,2,2.51189E-05,-10.59189143,3.21697E-05,-10.34448601,12.8,-2.8,10.94897255,0.091332771,0.008341675,,0,0,,,,
530219,02/11/2006 11:52,11,8,0.3,00:0f:a3:39:e1:c0,-47,1.13968E+12,0,08-Nov,-43,-43.09090909,110,1.523789666,2,1.99526E-05,-10.82214994,4.90805E-05,-9.922048492,7.5,6.3,3.891015292,0.257002331,0.066050198,,1,0,,,,
530220,02/11/2006 11:52,11,8,0.3,00:14:bf:b1:97:8d,-56,1.13968E+12,0,08-Nov,-54,-53.93548387,93,2.640843293,5,2.51189E-06,-12.89447652,4.04065E-06,-12.41910411,33.5,9.3,22.53752427,0.044370446,0.001968736,,0,0,,,,
530222,02/11/2006 11:52,11,8,0.3,00:14:bf:b1:97:81,-57,1.13968E+12,0,08-Nov,-61,-60.78313253,83,1.96337311,3,1.99526E-06,-13.12473503,8.35001E-07,-13.99583349,33.5,2.8,23.09307255,0.043303029,0.001875152,,0,0,,,,
530223,02/11/2006 11:52,11,8,0.3,00:14:bf:b1:97:8a,-61,1.13968E+12,0,08-Nov,-57,-56.54901961,102,2.169215084,3,7.94328E-07,-14.04576907,2.21359E-06,-13.02089296,2.5,-0.8,12.23478647,0.08173416,0.006680473,,0,0,,,,
530225,02/11/2006 11:52,11,8,0.3,00:14:bf:b1:97:90,-71,1.13968E+12,0,08-Nov,-71,-70.64893617,94,2.555649221,4,7.94328E-08,-16.34835416,8.61205E-08,-16.26751873,1,14,11.66190379,0.085749293,0.007352941,,0,0,,,,
531092,02/11/2006 11:53,11,8,45,00:14:bf:3b:c7:c6,-50,1.13968E+12,45,08-Nov,-51,-50.41489362,94,2.044712954,3,0.00001,-11.51292546,9.08889E-06,-11.60845825,12.8,-2.8,10.94897255,0.091332771,0.008341675,,0,0,,,,
531093,02/11/2006 11:53,11,8,45,00:0f:a3:39:e1:c0,-47,1.13968E+12,45,08-Nov,-48,-48.80909091,110,2.887796069,6,1.99526E-05,-10.82214994,1.3155E-05,-11.23870851,7.5,6.3,3.891015292,0.257002331,0.066050198,,1,0,,,,
531094,02/11/2006 11:53,11,8,45,00:14:bf:b1:97:8a,-58,1.13968E+12,45,08-Nov,-60,-59.68807339,109,1.631275618,2,1.58489E-06,-13.35499354,1.07447E-06,-13.7436868,2.5,-0.8,12.23478647,0.08173416,0.006680473,,0,0,,,,
531095,02/11/2006 11:53,11,8,45,00:14:bf:b1:97:8d,-58,1.13968E+12,45,08-Nov,-54,-54.51086957,92,2.599638881,2,1.58489E-06,-13.35499354,3.53926E-06,-12.55159157,33.5,9.3,22.53752427,0.044370446,0.001968736,,0,0,,,,
531096,02/11/2006 11:53,11,8,45,00:14:bf:b1:97:90,-59,1.13968E+12,45,08-Nov,-62,-62.72115385,104,4.075636184,5,1.25893E-06,-13.58525205,5.34422E-07,-14.44207939,1,14,11.66190379,0.085749293,0.007352941,,0,0,,,,
531106,02/11/2006 11:53,11,8,45,00:14:bf:b1:97:81,-62,1.13968E+12,45,08-Nov,-59,-59.88043478,92,2.945819878,5,6.30957E-07,-14.27602758,1.02791E-06,-13.78797965,33.5,2.8,23.09307255,0.043303029,0.001875152,,0,0,,,,
532000,02/11/2006 11:54,11,8,90.3,00:14:bf:3b:c7:c6,-54,1.13968E+12,90,08-Nov,-58,-58.31182796,93,2.515078418,4,3.98107E-06,-12.4339595,1.47509E-06,-13.42679458,12.8,-2.8,10.94897255,0.091332771,0.008341675,,0,0,,,,
532001,02/11/2006 11:54,11,8,90.3,00:0f:a3:39:e1:c0,-46,1.13968E+12,90,08-Nov,-46,-48.85454545,110,4.110484165,8,2.51189E-05,-10.59189143,1.3018E-05,-11.24917481,7.5,6.3,3.891015292,0.257002331,0.066050198,,1,0,,,,
532003,02/11/2006 11:54,11,8,90.3,00:14:bf:b1:97:81,-60,1.13968E+12,90,08-Nov,-58,-58.37234043,94,2.23358549,2,0.000001,-13.81551056,1.45467E-06,-13.44072809,33.5,2.8,23.09307255,0.043303029,0.001875152,,0,0,,,,
532004,02/11/2006 11:54,11,8,90.3,00:14:bf:b1:97:90,-67,1.13968E+12,90,08-Nov,-65,-65.43,100,2.937926844,5,1.99526E-07,-15.42732012,2.86418E-07,-15.06581426,1,14,11.66190379,0.085749293,0.007352941,,0,0,,,,
532005,02/11/2006 11:54,11,8,90.3,00:14:bf:b1:97:8a,-57,1.13968E+12,90,08-Nov,-63,-62.80357143,112,2.070118966,2,1.99526E-06,-13.12473503,5.24376E-07,-14.46105674,2.5,-0.8,12.23478647,0.08173416,0.006680473,,0,0,,,,
532012,02/11/2006 11:54,11,8,90.3,00:14:bf:b1:97:8d,-58,1.13968E+12,90,08-Nov,-58,-57.73958333,96,1.807847174,2,1.58489E-06,-13.35499354,1.68284E-06,-13.29503039,33.5,9.3,22.53752427,0.044370446,0.001968736,,0,0,,,,
532987,02/11/2006 11:55,11,8,135.7,00:0f:a3:39:e1:c0,-42,1.13968E+12,135,08-Nov,-47.5,-46.28181818,110,3.050437833,6,6.30957E-05,-9.670857391,2.35406E-05,-10.65678246,7.5,6.3,3.891015292,0.257002331,0.066050198,,1,1,0.056368712,11,8,0.257002331
532988,02/11/2006 11:55,11,8,135.7,00:14:bf:b1:97:8a,-55,1.13968E+12,135,08-Nov,-58,-58.41304348,92,2.863764425,5,3.16228E-06,-12.66421801,1.44111E-06,-13.45010031,2.5,-0.8,12.23478647,0.08173416,0.006680473,,0,1,,,,
532989,02/11/2006 11:55,11,8,135.7,00:14:bf:b1:97:81,-60,1.13968E+12,135,08-Nov,-60,-59.77380952,84,1.63803578,2,0.000001,-13.81551056,1.05346E-06,-13.76342828,33.5,2.8,23.09307255,0.043303029,0.001875152,,0,1,,,,
532990,02/11/2006 11:55,11,8,135.7,00:14:bf:b1:97:90,-66,1.13968E+12,135,08-Nov,-67,-66.27722772,101,2.214131034,4,2.51189E-07,-15.19706161,2.35655E-07,-15.26089566,1,14,11.66190379,0.085749293,0.007352941,,0,1,,,,
532991,02/11/2006 11:55,11,8,135.7,00:14:bf:b1:97:8d,-47,1.13968E+12,135,08-Nov,-45,-45.7745098,102,4.053862265,2,1.99526E-05,-10.82214994,2.64575E-05,-10.53997039,33.5,9.3,22.53752427,0.044370446,0.001968736,,0,1,,,,
532993,02/11/2006 11:55,11,8,135.7,00:14:bf:3b:c7:c6,-51,1.13968E+12,135,08-Nov,-50,-50.01111111,90,2.410158484,3,7.94328E-06,-11.74318397,9.97445E-06,-11.51548389,12.8,-2.8,10.94897255,0.091332771,0.008341675,,0,1,,,,
