"","time","posX","posY","orientation","mac","signal","rawTime","angle","posXY"
"35342",2006-02-23 11:31:00,23.9,7,344.9,"00:14:bf:b1:97:8d",-60,1140719460190,0,"23.9-7"
"35343",2006-02-23 11:31:00,23.9,7,344.9,"00:14:bf:3b:c7:c6",-61,1140719460190,0,"23.9-7"
"35344",2006-02-23 11:31:00,23.9,7,344.9,"00:0f:a3:39:e1:c0",-55,1140719460190,0,"23.9-7"
"35345",2006-02-23 11:31:00,23.9,7,344.9,"00:0f:a3:39:dd:cd",-77,1140719460190,0,"23.9-7"
"35346",2006-02-23 11:31:00,23.9,7,344.9,"00:14:bf:b1:97:8a",-64,1140719460190,0,"23.9-7"
"35347",2006-02-23 11:31:00,23.9,7,344.9,"00:14:bf:b1:97:90",-66,1140719460190,0,"23.9-7"
"35349",2006-02-23 11:31:00,23.9,7,344.9,"00:14:bf:b1:97:81",-54,1140719460447,0,"23.9-7"
"35350",2006-02-23 11:31:00,23.9,7,344.9,"00:14:bf:b1:97:8d",-60,1140719460447,0,"23.9-7"
"35351",2006-02-23 11:31:00,23.9,7,344.9,"00:0f:a3:39:e1:c0",-56,1140719460447,0,"23.9-7"
"35352",2006-02-23 11:31:00,23.9,7,344.9,"00:14:bf:b1:97:8a",-65,1140719460447,0,"23.9-7"
"35353",2006-02-23 11:31:00,23.9,7,344.9,"00:14:bf:b1:97:8a",-65,1140719460447,0,"23.9-7"
"35354",2006-02-23 11:31:00,23.9,7,344.9,"00:14:bf:b1:97:8a",-65,1140719460447,0,"23.9-7"
"35355",2006-02-23 11:31:00,23.9,7,344.9,"00:14:bf:b1:97:8a",-66,1140719460447,0,"23.9-7"
"35356",2006-02-23 11:31:00,23.9,7,344.9,"00:14:bf:b1:97:90",-79,1140719460447,0,"23.9-7"
"35357",2006-02-23 11:31:00,23.9,7,344.9,"00:0f:a3:39:dd:cd",-77,1140719460447,0,"23.9-7"
"35360",2006-02-23 11:31:00,23.9,7,344.9,"00:14:bf:b1:97:81",-53,1140719460698,0,"23.9-7"
"35361",2006-02-23 11:31:00,23.9,7,344.9,"00:14:bf:b1:97:8d",-59,1140719460698,0,"23.9-7"
"35362",2006-02-23 11:31:00,23.9,7,344.9,"00:14:bf:3b:c7:c6",-61,1140719460698,0,"23.9-7"
"35363",2006-02-23 11:31:00,23.9,7,344.9,"00:0f:a3:39:e1:c0",-56,1140719460698,0,"23.9-7"
"35364",2006-02-23 11:31:00,23.9,7,344.9,"00:14:bf:b1:97:90",-69,1140719460698,0,"23.9-7"
"35365",2006-02-23 11:31:00,23.9,7,344.9,"00:0f:a3:39:dd:cd",-77,1140719460698,0,"23.9-7"
"35367",2006-02-23 11:31:00,23.9,7,344.9,"00:14:bf:b1:97:81",-53,1140719460951,0,"23.9-7"
"35368",2006-02-23 11:31:00,23.9,7,344.9,"00:14:bf:b1:97:8d",-59,1140719460951,0,"23.9-7"
"35369",2006-02-23 11:31:00,23.9,7,344.9,"00:14:bf:b1:97:8a",-65,1140719460951,0,"23.9-7"
"35370",2006-02-23 11:31:00,23.9,7,344.9,"00:0f:a3:39:e1:c0",-59,1140719460951,0,"23.9-7"
"35371",2006-02-23 11:31:00,23.9,7,344.9,"00:14:bf:b1:97:90",-69,1140719460951,0,"23.9-7"
"35372",2006-02-23 11:31:00,23.9,7,344.9,"00:0f:a3:39:dd:cd",-77,1140719460951,0,"23.9-7"
"35373",2006-02-23 11:31:00,23.9,7,344.9,"00:14:bf:3b:c7:c6",-57,1140719460951,0,"23.9-7"
"35376",2006-02-23 11:31:01,23.9,7,344.9,"00:14:bf:b1:97:8a",-65,1140719461202,0,"23.9-7"
"35377",2006-02-23 11:31:01,23.9,7,344.9,"00:0f:a3:39:e1:c0",-59,1140719461202,0,"23.9-7"
"35378",2006-02-23 11:31:01,23.9,7,344.9,"00:14:bf:3b:c7:c6",-69,1140719461202,0,"23.9-7"
"35379",2006-02-23 11:31:01,23.9,7,344.9,"00:14:bf:b1:97:90",-69,1140719461202,0,"23.9-7"
"35380",2006-02-23 11:31:01,23.9,7,344.9,"00:0f:a3:39:dd:cd",-76,1140719461202,0,"23.9-7"
"35382",2006-02-23 11:31:01,23.9,7,344.9,"00:14:bf:b1:97:81",-53,1140719461455,0,"23.9-7"
"35383",2006-02-23 11:31:01,23.9,7,344.9,"00:14:bf:b1:97:81",-53,1140719461455,0,"23.9-7"
"35384",2006-02-23 11:31:01,23.9,7,344.9,"00:0f:a3:39:e1:c0",-56,1140719461455,0,"23.9-7"
"35385",2006-02-23 11:31:01,23.9,7,344.9,"00:14:bf:3b:c7:c6",-62,1140719461455,0,"23.9-7"
"35386",2006-02-23 11:31:01,23.9,7,344.9,"00:14:bf:b1:97:8d",-60,1140719461455,0,"23.9-7"
"35387",2006-02-23 11:31:01,23.9,7,344.9,"00:14:bf:b1:97:90",-69,1140719461455,0,"23.9-7"
"35388",2006-02-23 11:31:01,23.9,7,344.9,"00:0f:a3:39:dd:cd",-78,1140719461455,0,"23.9-7"
"35390",2006-02-23 11:31:01,23.9,7,344.9,"00:14:bf:b1:97:81",-54,1140719461707,0,"23.9-7"
"35391",2006-02-23 11:31:01,23.9,7,344.9,"00:0f:a3:39:e1:c0",-60,1140719461707,0,"23.9-7"
"35392",2006-02-23 11:31:01,23.9,7,344.9,"00:14:bf:b1:97:8d",-59,1140719461707,0,"23.9-7"
"35393",2006-02-23 11:31:01,23.9,7,344.9,"00:14:bf:3b:c7:c6",-69,1140719461707,0,"23.9-7"
"35394",2006-02-23 11:31:01,23.9,7,344.9,"00:14:bf:b1:97:90",-79,1140719461707,0,"23.9-7"
"35395",2006-02-23 11:31:01,23.9,7,344.9,"00:0f:a3:39:dd:cd",-78,1140719461707,0,"23.9-7"
"35398",2006-02-23 11:31:01,23.9,7,344.9,"00:14:bf:b1:97:81",-53,1140719461959,0,"23.9-7"
"35399",2006-02-23 11:31:01,23.9,7,344.9,"00:0f:a3:39:e1:c0",-60,1140719461959,0,"23.9-7"
"35400",2006-02-23 11:31:01,23.9,7,344.9,"00:14:bf:b1:97:8d",-59,1140719461959,0,"23.9-7"
"35401",2006-02-23 11:31:01,23.9,7,344.9,"00:14:bf:b1:97:90",-69,1140719461959,0,"23.9-7"
"35402",2006-02-23 11:31:01,23.9,7,344.9,"00:14:bf:3b:c7:c6",-70,1140719461959,0,"23.9-7"
"35403",2006-02-23 11:31:01,23.9,7,344.9,"00:0f:a3:39:dd:cd",-78,1140719461959,0,"23.9-7"
"35406",2006-02-23 11:31:02,23.9,7,344.9,"00:14:bf:b1:97:81",-54,1140719462211,0,"23.9-7"
"35407",2006-02-23 11:31:02,23.9,7,344.9,"00:14:bf:b1:97:8d",-61,1140719462211,0,"23.9-7"
"35408",2006-02-23 11:31:02,23.9,7,344.9,"00:0f:a3:39:e1:c0",-60,1140719462211,0,"23.9-7"
"35409",2006-02-23 11:31:02,23.9,7,344.9,"00:14:bf:b1:97:90",-70,1140719462211,0,"23.9-7"
"35410",2006-02-23 11:31:02,23.9,7,344.9,"00:0f:a3:39:dd:cd",-78,1140719462211,0,"23.9-7"
"35411",2006-02-23 11:31:02,23.9,7,344.9,"00:14:bf:3b:c7:c6",-58,1140719462211,0,"23.9-7"
"35412",2006-02-23 11:31:02,23.9,7,344.9,"00:14:bf:3b:c7:c6",-60,1140719462211,0,"23.9-7"
"35415",2006-02-23 11:31:02,23.9,7,344.9,"00:14:bf:b1:97:81",-54,1140719462463,0,"23.9-7"
"35416",2006-02-23 11:31:02,23.9,7,344.9,"00:14:bf:b1:97:8d",-57,1140719462463,0,"23.9-7"
"35417",2006-02-23 11:31:02,23.9,7,344.9,"00:0f:a3:39:e1:c0",-55,1140719462463,0,"23.9-7"
"35418",2006-02-23 11:31:02,23.9,7,344.9,"00:14:bf:b1:97:90",-69,1140719462463,0,"23.9-7"
"35419",2006-02-23 11:31:02,23.9,7,344.9,"00:14:bf:b1:97:8a",-64,1140719462463,0,"23.9-7"
"35420",2006-02-23 11:31:02,23.9,7,344.9,"00:0f:a3:39:dd:cd",-78,1140719462463,0,"23.9-7"
"35421",2006-02-23 11:31:02,23.9,7,344.9,"00:14:bf:3b:c7:c6",-60,1140719462463,0,"23.9-7"
"35423",2006-02-23 11:31:02,23.9,7,344.9,"00:14:bf:b1:97:81",-55,1140719462715,0,"23.9-7"
"35424",2006-02-23 11:31:02,23.9,7,344.9,"00:14:bf:b1:97:8d",-58,1140719462715,0,"23.9-7"
"35425",2006-02-23 11:31:02,23.9,7,344.9,"00:0f:a3:39:e1:c0",-56,1140719462715,0,"23.9-7"
"35426",2006-02-23 11:31:02,23.9,7,344.9,"00:14:bf:b1:97:8a",-66,1140719462715,0,"23.9-7"
"35427",2006-02-23 11:31:02,23.9,7,344.9,"00:0f:a3:39:dd:cd",-77,1140719462715,0,"23.9-7"
"35428",2006-02-23 11:31:02,23.9,7,344.9,"00:14:bf:3b:c7:c6",-58,1140719462715,0,"23.9-7"
"35431",2006-02-23 11:31:02,23.9,7,344.9,"00:14:bf:b1:97:8d",-62,1140719462967,0,"23.9-7"
"35432",2006-02-23 11:31:02,23.9,7,344.9,"00:14:bf:b1:97:8a",-63,1140719462967,0,"23.9-7"
"35433",2006-02-23 11:31:02,23.9,7,344.9,"00:14:bf:b1:97:90",-64,1140719462967,0,"23.9-7"
"35434",2006-02-23 11:31:02,23.9,7,344.9,"00:0f:a3:39:e1:c0",-59,1140719462967,0,"23.9-7"
"35435",2006-02-23 11:31:02,23.9,7,344.9,"00:0f:a3:39:dd:cd",-78,1140719462967,0,"23.9-7"
"35438",2006-02-23 11:31:03,23.9,7,344.9,"00:14:bf:b1:97:81",-54,1140719463219,0,"23.9-7"
"35439",2006-02-23 11:31:03,23.9,7,344.9,"00:0f:a3:39:e1:c0",-55,1140719463219,0,"23.9-7"
"35440",2006-02-23 11:31:03,23.9,7,344.9,"00:14:bf:b1:97:8d",-61,1140719463219,0,"23.9-7"
"35441",2006-02-23 11:31:03,23.9,7,344.9,"00:14:bf:b1:97:8a",-63,1140719463219,0,"23.9-7"
"35442",2006-02-23 11:31:03,23.9,7,344.9,"00:14:bf:b1:97:90",-69,1140719463219,0,"23.9-7"
"35443",2006-02-23 11:31:03,23.9,7,344.9,"00:0f:a3:39:dd:cd",-78,1140719463219,0,"23.9-7"
"35444",2006-02-23 11:31:03,23.9,7,344.9,"00:14:bf:3b:c7:c6",-58,1140719463219,0,"23.9-7"
"35447",2006-02-23 11:31:03,23.9,7,344.9,"00:14:bf:b1:97:81",-54,1140719463471,0,"23.9-7"
"35448",2006-02-23 11:31:03,23.9,7,344.9,"00:14:bf:b1:97:8d",-60,1140719463471,0,"23.9-7"
"35449",2006-02-23 11:31:03,23.9,7,344.9,"00:0f:a3:39:e1:c0",-59,1140719463471,0,"23.9-7"
"35450",2006-02-23 11:31:03,23.9,7,344.9,"00:14:bf:b1:97:90",-65,1140719463471,0,"23.9-7"
"35451",2006-02-23 11:31:03,23.9,7,344.9,"00:14:bf:b1:97:8a",-67,1140719463471,0,"23.9-7"
"35452",2006-02-23 11:31:03,23.9,7,344.9,"00:0f:a3:39:dd:cd",-77,1140719463471,0,"23.9-7"
"35455",2006-02-23 11:31:03,23.9,7,344.9,"00:14:bf:b1:97:81",-55,1140719463727,0,"23.9-7"
"35456",2006-02-23 11:31:03,23.9,7,344.9,"00:14:bf:b1:97:8d",-57,1140719463727,0,"23.9-7"
"35457",2006-02-23 11:31:03,23.9,7,344.9,"00:14:bf:3b:c7:c6",-60,1140719463727,0,"23.9-7"
"35458",2006-02-23 11:31:03,23.9,7,344.9,"00:0f:a3:39:e1:c0",-59,1140719463727,0,"23.9-7"
"35459",2006-02-23 11:31:03,23.9,7,344.9,"00:0f:a3:39:dd:cd",-77,1140719463727,0,"23.9-7"
"35460",2006-02-23 11:31:03,23.9,7,344.9,"00:14:bf:b1:97:90",-69,1140719463727,0,"23.9-7"
"35463",2006-02-23 11:31:03,23.9,7,344.9,"00:14:bf:b1:97:81",-55,1140719463979,0,"23.9-7"
"35464",2006-02-23 11:31:03,23.9,7,344.9,"00:14:bf:3b:c7:c6",-60,1140719463979,0,"23.9-7"
"35465",2006-02-23 11:31:03,23.9,7,344.9,"00:14:bf:b1:97:8d",-57,1140719463979,0,"23.9-7"
"35466",2006-02-23 11:31:03,23.9,7,344.9,"00:0f:a3:39:e1:c0",-58,1140719463979,0,"23.9-7"
"35467",2006-02-23 11:31:03,23.9,7,344.9,"00:14:bf:b1:97:8a",-67,1140719463979,0,"23.9-7"
"35468",2006-02-23 11:31:03,23.9,7,344.9,"00:14:bf:b1:97:90",-64,1140719463979,0,"23.9-7"
"35469",2006-02-23 11:31:03,23.9,7,344.9,"00:0f:a3:39:dd:cd",-78,1140719463979,0,"23.9-7"
"35472",2006-02-23 11:31:04,23.9,7,344.9,"00:14:bf:b1:97:81",-54,1140719464231,0,"23.9-7"
"35473",2006-02-23 11:31:04,23.9,7,344.9,"00:0f:a3:39:e1:c0",-56,1140719464231,0,"23.9-7"
"35474",2006-02-23 11:31:04,23.9,7,344.9,"00:14:bf:b1:97:90",-63,1140719464231,0,"23.9-7"
"35475",2006-02-23 11:31:04,23.9,7,344.9,"00:14:bf:b1:97:8a",-67,1140719464231,0,"23.9-7"
"35476",2006-02-23 11:31:04,23.9,7,344.9,"00:14:bf:3b:c7:c6",-69,1140719464231,0,"23.9-7"
"35477",2006-02-23 11:31:04,23.9,7,344.9,"00:0f:a3:39:dd:cd",-79,1140719464231,0,"23.9-7"
"35480",2006-02-23 11:31:04,23.9,7,344.9,"00:14:bf:b1:97:81",-54,1140719464483,0,"23.9-7"
"35481",2006-02-23 11:31:04,23.9,7,344.9,"00:14:bf:b1:97:8d",-59,1140719464483,0,"23.9-7"
"35482",2006-02-23 11:31:04,23.9,7,344.9,"00:0f:a3:39:e1:c0",-59,1140719464483,0,"23.9-7"
"35483",2006-02-23 11:31:04,23.9,7,344.9,"00:14:bf:b1:97:8a",-67,1140719464483,0,"23.9-7"
"35484",2006-02-23 11:31:04,23.9,7,344.9,"00:14:bf:b1:97:90",-69,1140719464483,0,"23.9-7"
"35485",2006-02-23 11:31:04,23.9,7,344.9,"00:0f:a3:39:dd:cd",-77,1140719464483,0,"23.9-7"
"35488",2006-02-23 11:31:04,23.9,7,344.9,"00:14:bf:b1:97:8a",-64,1140719464735,0,"23.9-7"
"35489",2006-02-23 11:31:04,23.9,7,344.9,"00:0f:a3:39:e1:c0",-56,1140719464735,0,"23.9-7"
"35490",2006-02-23 11:31:04,23.9,7,344.9,"00:14:bf:b1:97:90",-70,1140719464735,0,"23.9-7"
"35491",2006-02-23 11:31:04,23.9,7,344.9,"00:0f:a3:39:dd:cd",-78,1140719464735,0,"23.9-7"
"35494",2006-02-23 11:31:04,23.9,7,344.9,"00:14:bf:b1:97:81",-55,1140719464987,0,"23.9-7"
"35495",2006-02-23 11:31:04,23.9,7,344.9,"00:14:bf:b1:97:81",-55,1140719464987,0,"23.9-7"
"35496",2006-02-23 11:31:04,23.9,7,344.9,"00:14:bf:b1:97:8d",-58,1140719464987,0,"23.9-7"
"35497",2006-02-23 11:31:04,23.9,7,344.9,"00:0f:a3:39:e1:c0",-59,1140719464987,0,"23.9-7"
"35498",2006-02-23 11:31:04,23.9,7,344.9,"00:14:bf:3b:c7:c6",-69,1140719464987,0,"23.9-7"
"35499",2006-02-23 11:31:04,23.9,7,344.9,"00:14:bf:b1:97:8a",-64,1140719464987,0,"23.9-7"
"35500",2006-02-23 11:31:04,23.9,7,344.9,"00:0f:a3:39:dd:cd",-78,1140719464987,0,"23.9-7"
"35501",2006-02-23 11:31:04,23.9,7,344.9,"00:14:bf:b1:97:90",-79,1140719464987,0,"23.9-7"
"35503",2006-02-23 11:31:05,23.9,7,344.9,"00:14:bf:b1:97:8d",-57,1140719465239,0,"23.9-7"
"35504",2006-02-23 11:31:05,23.9,7,344.9,"00:14:bf:b1:97:81",-53,1140719465239,0,"23.9-7"
"35505",2006-02-23 11:31:05,23.9,7,344.9,"00:14:bf:b1:97:90",-64,1140719465239,0,"23.9-7"
"35506",2006-02-23 11:31:05,23.9,7,344.9,"00:0f:a3:39:e1:c0",-58,1140719465239,0,"23.9-7"
"35507",2006-02-23 11:31:05,23.9,7,344.9,"00:14:bf:b1:97:8a",-67,1140719465239,0,"23.9-7"
"35510",2006-02-23 11:31:05,23.9,7,344.9,"00:14:bf:b1:97:81",-54,1140719465491,0,"23.9-7"
"35511",2006-02-23 11:31:05,23.9,7,344.9,"00:0f:a3:39:e1:c0",-55,1140719465491,0,"23.9-7"
"35512",2006-02-23 11:31:05,23.9,7,344.9,"00:14:bf:3b:c7:c6",-61,1140719465491,0,"23.9-7"
"35513",2006-02-23 11:31:05,23.9,7,344.9,"00:14:bf:b1:97:8a",-66,1140719465491,0,"23.9-7"
"35514",2006-02-23 11:31:05,23.9,7,344.9,"00:14:bf:b1:97:8d",-58,1140719465491,0,"23.9-7"
"35515",2006-02-23 11:31:05,23.9,7,344.9,"00:0f:a3:39:dd:cd",-77,1140719465491,0,"23.9-7"
"35518",2006-02-23 11:31:05,23.9,7,344.9,"00:14:bf:b1:97:8d",-60,1140719465743,0,"23.9-7"
"35519",2006-02-23 11:31:05,23.9,7,344.9,"00:14:bf:b1:97:81",-54,1140719465743,0,"23.9-7"
"35520",2006-02-23 11:31:05,23.9,7,344.9,"00:0f:a3:39:e1:c0",-55,1140719465743,0,"23.9-7"
"35521",2006-02-23 11:31:05,23.9,7,344.9,"00:14:bf:b1:97:8a",-64,1140719465743,0,"23.9-7"
"35522",2006-02-23 11:31:05,23.9,7,344.9,"00:14:bf:b1:97:90",-65,1140719465743,0,"23.9-7"
"35523",2006-02-23 11:31:05,23.9,7,344.9,"00:0f:a3:39:dd:cd",-77,1140719465743,0,"23.9-7"
"35525",2006-02-23 11:32:08,24.31,3.89,301.3,"00:14:bf:b1:97:81",-50,1140719528971,315,"24.31-3.89"
"35526",2006-02-23 11:32:08,24.31,3.89,301.3,"00:0f:a3:39:e1:c0",-54,1140719528971,315,"24.31-3.89"
"35527",2006-02-23 11:32:08,24.31,3.89,301.3,"00:14:bf:b1:97:8d",-56,1140719528971,315,"24.31-3.89"
"35528",2006-02-23 11:32:08,24.31,3.89,301.3,"00:14:bf:3b:c7:c6",-56,1140719528971,315,"24.31-3.89"
"35529",2006-02-23 11:32:08,24.31,3.89,301.3,"00:14:bf:b1:97:8a",-68,1140719528971,315,"24.31-3.89"
"35530",2006-02-23 11:32:08,24.31,3.89,301.3,"00:14:bf:b1:97:90",-80,1140719528971,315,"24.31-3.89"
"35531",2006-02-23 11:32:08,24.31,3.89,301.3,"00:0f:a3:39:dd:cd",-74,1140719528971,315,"24.31-3.89"
"35533",2006-02-23 11:32:09,24.31,3.89,301.3,"00:14:bf:b1:97:81",-52,1140719529223,315,"24.31-3.89"
"35534",2006-02-23 11:32:09,24.31,3.89,301.3,"00:0f:a3:39:e1:c0",-55,1140719529223,315,"24.31-3.89"
"35535",2006-02-23 11:32:09,24.31,3.89,301.3,"00:14:bf:3b:c7:c6",-63,1140719529223,315,"24.31-3.89"
"35536",2006-02-23 11:32:09,24.31,3.89,301.3,"00:14:bf:b1:97:8a",-66,1140719529223,315,"24.31-3.89"
"35537",2006-02-23 11:32:09,24.31,3.89,301.3,"00:0f:a3:39:dd:cd",-74,1140719529223,315,"24.31-3.89"
"35538",2006-02-23 11:32:09,24.31,3.89,301.3,"00:14:bf:b1:97:90",-77,1140719529223,315,"24.31-3.89"
"35539",2006-02-23 11:32:09,24.31,3.89,301.3,"00:14:bf:b1:97:8d",-57,1140719529223,315,"24.31-3.89"
"35541",2006-02-23 11:32:09,24.31,3.89,301.3,"00:14:bf:b1:97:8d",-53,1140719529475,315,"24.31-3.89"
"35542",2006-02-23 11:32:09,24.31,3.89,301.3,"00:14:bf:b1:97:81",-51,1140719529475,315,"24.31-3.89"
"35543",2006-02-23 11:32:09,24.31,3.89,301.3,"00:0f:a3:39:e1:c0",-54,1140719529475,315,"24.31-3.89"
"35544",2006-02-23 11:32:09,24.31,3.89,301.3,"00:14:bf:b1:97:8a",-67,1140719529475,315,"24.31-3.89"
"35545",2006-02-23 11:32:09,24.31,3.89,301.3,"00:14:bf:3b:c7:c6",-63,1140719529475,315,"24.31-3.89"
"35546",2006-02-23 11:32:09,24.31,3.89,301.3,"00:0f:a3:39:dd:cd",-72,1140719529475,315,"24.31-3.89"
"35547",2006-02-23 11:32:09,24.31,3.89,301.3,"00:14:bf:b1:97:90",-79,1140719529475,315,"24.31-3.89"
"35551",2006-02-23 11:32:09,24.31,3.89,301.3,"00:14:bf:b1:97:81",-52,1140719529727,315,"24.31-3.89"
"35552",2006-02-23 11:32:09,24.31,3.89,301.3,"00:14:bf:b1:97:8d",-55,1140719529727,315,"24.31-3.89"
"35553",2006-02-23 11:32:09,24.31,3.89,301.3,"00:0f:a3:39:e1:c0",-53,1140719529727,315,"24.31-3.89"
"35554",2006-02-23 11:32:09,24.31,3.89,301.3,"00:14:bf:b1:97:8a",-66,1140719529727,315,"24.31-3.89"
"35555",2006-02-23 11:32:09,24.31,3.89,301.3,"00:0f:a3:39:dd:cd",-73,1140719529727,315,"24.31-3.89"
"35556",2006-02-23 11:32:09,24.31,3.89,301.3,"00:14:bf:b1:97:90",-79,1140719529727,315,"24.31-3.89"
"35558",2006-02-23 11:32:09,24.31,3.89,301.3,"00:0f:a3:39:e1:c0",-52,1140719529979,315,"24.31-3.89"
"35559",2006-02-23 11:32:09,24.31,3.89,301.3,"00:14:bf:b1:97:8d",-55,1140719529979,315,"24.31-3.89"
"35560",2006-02-23 11:32:09,24.31,3.89,301.3,"00:14:bf:b1:97:8a",-65,1140719529979,315,"24.31-3.89"
"35561",2006-02-23 11:32:09,24.31,3.89,301.3,"00:14:bf:b1:97:90",-78,1140719529979,315,"24.31-3.89"
"35562",2006-02-23 11:32:09,24.31,3.89,301.3,"00:0f:a3:39:dd:cd",-83,1140719529979,315,"24.31-3.89"
"35563",2006-02-23 11:32:09,24.31,3.89,301.3,"00:14:bf:3b:c7:c6",-54,1140719529979,315,"24.31-3.89"
"35565",2006-02-23 11:32:10,24.31,3.89,301.3,"00:14:bf:b1:97:8d",-56,1140719530331,315,"24.31-3.89"
"35566",2006-02-23 11:32:10,24.31,3.89,301.3,"00:0f:a3:39:e1:c0",-55,1140719530331,315,"24.31-3.89"
"35567",2006-02-23 11:32:10,24.31,3.89,301.3,"00:14:bf:b1:97:8a",-69,1140719530331,315,"24.31-3.89"
"35568",2006-02-23 11:32:10,24.31,3.89,301.3,"00:0f:a3:39:dd:cd",-72,1140719530331,315,"24.31-3.89"
"35569",2006-02-23 11:32:10,24.31,3.89,301.3,"00:14:bf:b1:97:90",-78,1140719530331,315,"24.31-3.89"
"35570",2006-02-23 11:32:10,24.31,3.89,301.3,"00:14:bf:b1:97:90",-79,1140719530331,315,"24.31-3.89"
"35571",2006-02-23 11:32:10,24.31,3.89,301.3,"00:14:bf:b1:97:90",-79,1140719530331,315,"24.31-3.89"
"35572",2006-02-23 11:32:10,24.31,3.89,301.3,"00:14:bf:b1:97:8d",-54,1140719530587,315,"24.31-3.89"
"35573",2006-02-23 11:32:10,24.31,3.89,301.3,"00:14:bf:b1:97:81",-51,1140719530587,315,"24.31-3.89"
"35574",2006-02-23 11:32:10,24.31,3.89,301.3,"00:0f:a3:39:e1:c0",-55,1140719530587,315,"24.31-3.89"
"35575",2006-02-23 11:32:10,24.31,3.89,301.3,"00:14:bf:b1:97:8a",-68,1140719530587,315,"24.31-3.89"
"35576",2006-02-23 11:32:10,24.31,3.89,301.3,"00:14:bf:b1:97:8a",-68,1140719530587,315,"24.31-3.89"
"35577",2006-02-23 11:32:10,24.31,3.89,301.3,"00:14:bf:b1:97:90",-77,1140719530587,315,"24.31-3.89"
"35578",2006-02-23 11:32:10,24.31,3.89,301.3,"00:14:bf:b1:97:90",-78,1140719530587,315,"24.31-3.89"
"35579",2006-02-23 11:32:10,24.31,3.89,301.3,"00:0f:a3:39:dd:cd",-80,1140719530587,315,"24.31-3.89"
"35580",2006-02-23 11:32:10,24.31,3.89,301.3,"00:14:bf:3b:c7:c6",-56,1140719530587,315,"24.31-3.89"
"35583",2006-02-23 11:32:10,24.31,3.89,301.3,"00:14:bf:b1:97:81",-51,1140719530839,315,"24.31-3.89"
"35584",2006-02-23 11:32:10,24.31,3.89,301.3,"00:14:bf:b1:97:8d",-53,1140719530839,315,"24.31-3.89"
"35585",2006-02-23 11:32:10,24.31,3.89,301.3,"00:14:bf:b1:97:8d",-53,1140719530839,315,"24.31-3.89"
"35586",2006-02-23 11:32:10,24.31,3.89,301.3,"00:0f:a3:39:e1:c0",-56,1140719530839,315,"24.31-3.89"
"35587",2006-02-23 11:32:10,24.31,3.89,301.3,"00:14:bf:b1:97:90",-79,1140719530839,315,"24.31-3.89"
"35588",2006-02-23 11:32:10,24.31,3.89,301.3,"00:0f:a3:39:dd:cd",-82,1140719530839,315,"24.31-3.89"
"35591",2006-02-23 11:32:11,24.31,3.89,301.3,"00:14:bf:b1:97:8d",-53,1140719531091,315,"24.31-3.89"
"35592",2006-02-23 11:32:11,24.31,3.89,301.3,"00:0f:a3:39:e1:c0",-55,1140719531091,315,"24.31-3.89"
"35593",2006-02-23 11:32:11,24.31,3.89,301.3,"00:14:bf:b1:97:81",-53,1140719531091,315,"24.31-3.89"
"35594",2006-02-23 11:32:11,24.31,3.89,301.3,"00:14:bf:3b:c7:c6",-62,1140719531091,315,"24.31-3.89"
"35595",2006-02-23 11:32:11,24.31,3.89,301.3,"00:14:bf:b1:97:8a",-66,1140719531091,315,"24.31-3.89"
"35596",2006-02-23 11:32:11,24.31,3.89,301.3,"00:0f:a3:39:dd:cd",-81,1140719531091,315,"24.31-3.89"
"35597",2006-02-23 11:32:11,24.31,3.89,301.3,"00:14:bf:3b:c7:c6",-55,1140719531343,315,"24.31-3.89"
"35598",2006-02-23 11:32:11,24.31,3.89,301.3,"00:14:bf:b1:97:81",-52,1140719531343,315,"24.31-3.89"
"35599",2006-02-23 11:32:11,24.31,3.89,301.3,"00:0f:a3:39:e1:c0",-56,1140719531343,315,"24.31-3.89"
"35600",2006-02-23 11:32:11,24.31,3.89,301.3,"00:14:bf:b1:97:8a",-68,1140719531343,315,"24.31-3.89"
"35601",2006-02-23 11:32:11,24.31,3.89,301.3,"00:14:bf:b1:97:8d",-54,1140719531343,315,"24.31-3.89"
"35602",2006-02-23 11:32:11,24.31,3.89,301.3,"00:0f:a3:39:dd:cd",-73,1140719531343,315,"24.31-3.89"
"35603",2006-02-23 11:32:11,24.31,3.89,301.3,"00:14:bf:b1:97:90",-77,1140719531343,315,"24.31-3.89"
"35605",2006-02-23 11:32:11,24.31,3.89,301.3,"00:14:bf:b1:97:8d",-53,1140719531595,315,"24.31-3.89"
"35606",2006-02-23 11:32:11,24.31,3.89,301.3,"00:14:bf:b1:97:81",-52,1140719531595,315,"24.31-3.89"
"35607",2006-02-23 11:32:11,24.31,3.89,301.3,"00:14:bf:3b:c7:c6",-57,1140719531595,315,"24.31-3.89"
"35608",2006-02-23 11:32:11,24.31,3.89,301.3,"00:0f:a3:39:e1:c0",-55,1140719531595,315,"24.31-3.89"
"35609",2006-02-23 11:32:11,24.31,3.89,301.3,"00:14:bf:b1:97:8a",-66,1140719531595,315,"24.31-3.89"
"35610",2006-02-23 11:32:11,24.31,3.89,301.3,"00:0f:a3:39:dd:cd",-73,1140719531595,315,"24.31-3.89"
"35611",2006-02-23 11:32:11,24.31,3.89,301.3,"00:14:bf:b1:97:90",-80,1140719531595,315,"24.31-3.89"
